date,site,lat,lon,da_raw,modis_sst,beuti,pdo,oni,sst_anom,discharge,modis_flr,pn_log,month,last_observed_da_raw,predicted_da,predicted_category,spike_probability,spike_alert,q05,q50,q95
2022-08-29,Quinault,47.28439,-124.23612,0.58,11.01,3.7,0.8,-0.43,0.28,13436.0,0.00576,2.531,8,0.58,0.0,0,0.023,False,0.0,0.0,0.71
2022-09-05,Quinault,47.28439,-124.23612,,10.05,-4.09,0.54,-0.38,0.1,10759.9,0.00523,2.02,9,0.58,0.0,0,0.023,False,0.0,0.0,2.09
2022-09-12,Quinault,47.28439,-124.23612,0.3,9.96,-10.4,0.71,-0.7,0.89,11595.6,0.00746,1.6,9,0.3,2.66,0,0.044,False,1.32,2.66,3.55
2022-09-19,Quinault,47.28439,-124.23612,,9.94,-17.15,0.75,-0.67,0.7,10663.0,0.00567,0.744,9,0.3,0.1,0,0.024,False,0.0,0.1,1.0
2022-09-26,Quinault,47.28439,-124.23612,0.92,9.77,-17.57,0.88,-0.45,0.71,10104.3,0.00624,0.607,9,0.92,3.3,0,0.051,False,1.16,3.3,6.52
2022-10-03,Quinault,47.28439,-124.23612,,9.66,4.14,0.54,-0.47,-0.2,7764.3,0.00968,2.066,10,0.92,3.35,0,0.052,False,0.66,3.35,4.45
2022-10-10,Quinault,47.28439,-124.23612,,9.36,-13.09,0.82,-0.65,0.22,5454.1,0.01108,2.679,10,0.92,0.0,0,0.023,False,0.0,0.0,0.92
2022-10-17,Quinault,47.28439,-124.23612,0.67,8.72,1.43,0.58,-0.22,-0.42,6497.1,0.00769,1.214,10,0.67,0.0,0,0.023,False,0.0,0.0,2.16
2022-10-24,Quinault,47.28439,-124.23612,0.44,9.21,-12.81,0.42,-0.58,0.16,8524.0,0.00585,1.931,10,0.44,0.0,0,0.023,False,0.0,0.0,2.55
2022-10-31,Quinault,47.28439,-124.23612,,9.09,-15.69,0.8,-0.66,0.76,5129.3,0.00542,1.953,10,0.44,4.36,0,0.065,False,2.45,4.36,13.55
2022-11-07,Quinault,47.28439,-124.23612,,9.21,-18.83,0.07,-0.53,0.63,6919.5,0.00555,0.317,11,0.44,0.82,0,0.028,False,0.0,0.82,4.18
2022-11-14,Quinault,47.28439,-124.23612,,9.0,-4.16,0.41,-0.4,0.03,4304.7,0.00518,3.353,11,0.44,1.34,0,0.032,False,0.89,1.34,3.36
2022-11-21,Quinault,47.28439,-124.23612,,8.93,-25.0,0.75,-0.39,0.7,2500.0,0.00701,0.918,11,0.44,0.52,0,0.026,False,0.24,0.52,8.67
2022-11-28,Quinault,47.28439,-124.23612,,9.04,-18.47,0.77,-0.46,0.53,2860.9,0.01046,2.525,11,0.44,0.39,0,0.025,False,0.0,0.39,5.12
2022-12-05,Quinault,47.28439,-124.23612,,9.37,-2.83,0.61,-0.6,0.9,2500.0,0.00534,4.323,12,0.44,0.0,0,0.023,False,0.0,0.0,0.67
2022-12-12,Quinault,47.28439,-124.23612,0.87,9.26,0.28,0.56,-0.37,-0.45,2500.0,0.0083,2.732,12,0.87,1.6,0,0.034,False,0.0,1.6,2.51
2022-12-19,Quinault,47.28439,-124.23612,,9.26,-9.8,0.03,-0.63,0.65,2500.0,0.00648,1.312,12,0.87,0.0,0,0.023,False,0.0,0.0,3.38
2022-12-26,Quinault,47.28439,-124.23612,,9.82,3.77,-0.34,-0.51,-0.11,4828.6,0.00696,1.644,12,0.87,1.42,0,0.032,False,0.0,1.42,4.32
2022-01-03,Twin Harbors,46.79202,-124.09969,,10.15,3.8,0.79,-0.69,0.35,2500.0,0.00533,2.04,1,0.0,5.54,1,0.086,False,1.77,5.54,12.01
2022-01-10,Twin Harbors,46.79202,-124.09969,,10.59,-4.21,0.3,-0.82,-0.06,2500.0,0.00514,1.445,1,0.0,2.31,0,0.04,False,0.18,2.31,7.05
2022-01-17,Twin Harbors,46.79202,-124.09969,0.45,9.71,2.75,0.39,-1.0,0.03,2500.0,0.00987,2.103,1,0.45,2.55,0,0.043,False,0.0,2.55,6.29
2022-01-24,Twin Harbors,46.79202,-124.09969,,10.17,0.6,0.42,-1.1,0.16,4785.5,0.00863,0.88,1,0.45,0.0,0,0.023,False,0.0,0.0,12.89
2022-01-31,Twin Harbors,46.79202,-124.09969,,10.8,4.33,-0.05,-0.63,-0.22,3582.5,0.00589,2.328,1,0.45,3.07,0,0.048,False,1.73,3.07,6.32
2022-02-07,Twin Harbors,46.79202,-124.09969,,10.75,-0.4,0.91,-0.84,0.57,3368.1,0.00831,1.703,2,0.45,1.08,0,0.03,False,0.0,1.08,1.77
2022-02-14,Twin Harbors,46.79202,-124.09969,0.57,11.6,6.13,0.29,-0.7,-0.34,4105.1,0.00504,1.503,2,0.57,4.19,0,0.063,False,1.66,4.19,10.81
2022-02-21,Twin Harbors,46.79202,-124.09969,,11.03,11.41,0.76,-0.55,0.49,5591.3,0.00669,1.44,2,0.57,0.72,0,0.027,False,0.0,0.72,1.81
2022-02-28,Twin Harbors,46.79202,-124.09969,,12.0,9.26,0.49,-0.62,0.51,2500.0,0.00639,2.582,2,0.57,3.25,0,0.05,False,0.98,3.25,8.78
2022-03-07,Twin Harbors,46.79202,-124.09969,,11.91,5.09,0.57,-0.75,-0.34,7057.8,0.00677,3.418,3,0.57,5.62,1,0.087,False,0.0,5.62,16.89
2022-03-14,Twin Harbors,46.79202,-124.09969,,13.05,6.01,0.57,-0.9,0.23,5045.3,0.0183,4.16,3,0.57,17.84,1,0.67,True,7.61,17.84,28.16
2022-03-21,Twin Harbors,46.79202,-124.09969,,12.19,8.06,0.58,-0.68,0.33,7668.3,0.01532,5.066,3,0.57,2.06,0,0.038,False,0.0,2.06,5.42
2022-03-28,Twin Harbors,46.79202,-124.09969,,12.61,13.87,1.15,-0.37,0.72,7641.7,0.01347,4.833,3,0.57,9.73,1,0.211,True,3.97,9.73,14.91
2022-04-04,Twin Harbors,46.79202,-124.09969,,13.2,18.42,0.94,-0.97,0.31,5822.2,0.01624,5.095,4,0.57,5.73,1,0.09,False,0.0,5.73,8.95
2022-04-11,Twin Harbors,46.79202,-124.09969,3.92,13.0,19.36,0.53,-0.71,1.27,5831.6,0.0155,5.626,4,3.92,9.14,1,0.188,True,5.88,9.14,13.55
2022-04-18,Twin Harbors,46.79202,-124.09969,3.41,13.42,17.68,0.49,-0.55,0.15,6927.5,0.02792,5.378,4,3.41,3.44,0,0.053,False,1.89,3.44,7.56
2022-04-25,Twin Harbors,46.79202,-124.09969,4.97,13.47,30.37,0.07,-0.21,0.45,9611.6,0.02902,5.452,4,4.97,6.06,1,0.097,False,3.06,6.06,12.21
2022-05-02,Twin Harbors,46.79202,-124.09969,3.35,14.09,12.65,0.69,-0.52,1.21,10137.0,0.02596,5.436,5,3.35,7.42,1,0.131,True,2.14,7.42,13.29
2022-05-09,Twin Harbors,46.79202,-124.09969,,13.51,-1.29,0.55,-0.53,0.6,11163.3,0.01996,5.492,5,3.35,1.78,0,0.035,False,0.18,1.78,2.99
2022-05-16,Twin Harbors,46.79202,-124.09969,24.4,14.03,28.55,0.93,-0.59,0.07,11221.7,0.02149,5.545,5,24.4,20.22,2,0.787,True,10.3,20.22,30.11
2022-05-23,Twin Harbors,46.79202,-124.09969,,13.23,16.51,0.77,-0.77,0.57,12778.6,0.02,5.569,5,24.4,21.59,2,0.839,True,12.86,21.59,34.8
2022-05-30,Twin Harbors,46.79202,-124.09969,,13.7,21.61,0.69,-0.54,-0.34,11592.8,0.02307,6.118,5,24.4,5.06,1,0.077,False,2.99,5.06,8.63
2022-06-06,Twin Harbors,46.79202,-124.09969,3.7,12.76,14.45,1.33,-0.44,0.61,11418.4,0.02076,5.775,6,3.7,4.83,0,0.073,False,1.31,4.83,8.69
2022-06-13,Twin Harbors,46.79202,-124.09969,33.96,13.32,21.71,0.24,-0.63,0.23,11038.7,0.01981,5.775,6,33.96,24.01,2,0.905,True,14.02,24.01,38.15
2022-06-20,Twin Harbors,46.79202,-124.09969,,13.67,-2.33,0.54,-0.45,0.11,11533.0,0.02009,5.809,6,33.96,8.51,1,0.165,True,4.99,8.51,14.63
2022-06-27,Twin Harbors,46.79202,-124.09969,,13.32,7.2,0.88,-0.7,-0.62,12669.1,0.02144,5.664,6,33.96,26.94,2,0.952,True,15.23,26.94,39.77
2022-07-04,Twin Harbors,46.79202,-124.09969,3.58,13.02,9.08,0.61,-0.65,0.49,14776.9,0.01769,5.468,7,3.58,6.33,1,0.103,True,3.61,6.33,15.18
2022-07-11,Twin Harbors,46.79202,-124.09969,2.64,12.33,-10.48,1.17,-0.64,0.31,13723.4,0.01967,5.412,7,2.64,2.19,0,0.039,False,0.0,2.19,3.4
2022-07-18,Twin Harbors,46.79202,-124.09969,2.29,12.61,-6.22,0.54,-0.42,-0.26,15419.6,0.01896,5.223,7,2.29,3.89,0,0.059,False,1.97,3.89,21.34
2022-07-25,Twin Harbors,46.79202,-124.09969,,11.7,2.91,0.33,-0.75,0.05,8881.5,0.01537,5.171,7,2.29,21.78,2,0.845,True,11.96,21.78,30.76
2022-08-01,Twin Harbors,46.79202,-124.09969,1.3,12.54,2.02,1.1,-0.68,0.49,14975.0,0.02348,4.873,8,1.3,4.89,0,0.074,False,3.16,4.89,6.51
2022-08-08,Twin Harbors,46.79202,-124.09969,2.42,11.67,12.8,0.41,-0.78,0.23,12476.4,0.0163,4.602,8,2.42,1.84,0,0.036,False,0.0,1.84,9.03
2022-08-15,Twin Harbors,46.79202,-124.09969,,11.22,-5.33,0.54,-0.67,0.89,11921.4,0.01088,4.253,8,2.42,1.26,0,0.031,False,0.18,1.26,2.49
2022-08-22,Twin Harbors,46.79202,-124.09969,,11.2,-4.98,0.69,-0.64,0.01,10809.4,0.00764,3.829,8,2.42,0.0,0,0.023,False,0.0,0.0,3.92
2022-08-29,Twin Harbors,46.79202,-124.09969,0.86,10.35,5.72,0.39,-0.41,0.41,10920.6,0.00642,3.139,8,0.86,2.38,0,0.041,False,0.0,2.38,8.12
2022-09-05,Twin Harbors,46.79202,-124.09969,0.85,10.2,8.11,0.25,-0.5,0.91,10808.1,0.00524,2.859,9,0.85,0.86,0,0.028,False,0.25,0.86,7.0
2022-09-12,Twin Harbors,46.79202,-124.09969,1.27,10.12,-19.88,0.85,-0.47,0.36,10777.3,0.0059,2.303,9,1.27,0.0,0,0.023,False,0.0,0.0,14.34
2022-09-19,Twin Harbors,46.79202,-124.09969,0.56,10.05,-11.14,0.5,-0.44,0.92,9441.7,0.00585,2.484,9,0.56,2.33,0,0.04,False,0.17,2.33,4.1
2022-09-26,Twin Harbors,46.79202,-124.09969,,9.87,-14.06,0.86,-0.7,0.07,7525.2,0.01065,0.694,9,0.56,5.25,1,0.08,False,2.72,5.25,10.66
2022-10-03,Twin Harbors,46.79202,-124.09969,,9.36,-18.5,0.88,-0.53,0.09,10540.3,0.0065,3.26,10,0.56,0.0,0,0.023,False,0.0,0.0,0.37
2022-10-10,Twin Harbors,46.79202,-124.09969,0.14,9.4,-25.0,1.05,-0.68,0.13,7060.4,0.01251,2.086,10,0.14,0.56,0,0.026,False,0.0,0.56,2.3
2022-10-17,Twin Harbors,46.79202,-124.09969,,9.0,-9.09,0.64,-0.4,1.05,5009.9,0.00718,1.463,10,0.14,1.97,0,0.037,False,0.0,1.97,8.23
2022-10-24,Twin Harbors,46.79202,-124.09969,,9.42,-18.14,0.48,-1.0,0.35,4776.6,0.00562,3.011,10,0.14,3.57,0,0.054,False,2.09,3.57,6.07
2022-10-31,Twin Harbors,46.79202,-124.09969,,8.12,-13.41,0.69,-0.41,0.77,4584.9,0.00942,0.972,10,0.14,0.0,0,0.023,False,0.0,0.0,2.68
2022-11-07,Twin Harbors,46.79202,-124.09969,,9.05,-25.0,0.31,-0.62,-0.29,4520.7,0.005,3.557,11,0.14,0.0,0,0.023,False,0.0,0.0,2.1
2022-11-14,Twin Harbors,46.79202,-124.09969,,8.3,-19.97,0.86,-0.6,0.16,5824.2,0.00639,2.858,11,0.14,2.08,0,0.038,False,0.0,2.08,5.84
2022-11-21,Twin Harbors,46.79202,-124.09969,,8.65,-12.18,1.02,-0.39,0.6,3805.6,0.00763,0.36,11,0.14,0.0,0,0.023,False,0.0,0.0,10.82
2022-11-28,Twin Harbors,46.79202,-124.09969,,8.77,-11.26,1.05,0.03,0.66,3961.9,0.01027,2.605,11,0.14,2.65,0,0.044,False,0.95,2.65,3.65
2022-12-05,Twin Harbors,46.79202,-124.09969,,8.84,-6.91,0.26,-0.35,-0.42,2500.0,0.01652,2.571,12,0.14,0.2,0,0.024,False,0.0,0.2,2.82
2022-12-12,Twin Harbors,46.79202,-124.09969,,8.76,-14.3,0.6,-0.3,0.12,3452.3,0.01048,2.577,12,0.14,1.29,0,0.031,False,0.16,1.29,7.65
2022-12-19,Twin Harbors,46.79202,-124.09969,,9.3,0.63,0.91,-0.41,0.27,3719.1,0.00983,1.8,12,0.14,0.0,0,0.023,False,0.0,0.0,1.97
2022-12-26,Twin Harbors,46.79202,-124.09969,,9.63,-11.64,0.65,-0.32,0.53,2500.0,0.00754,3.205,12,0.14,4.39,0,0.066,False,1.49,4.39,6.04
